No,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
27712,INN00179,1,1,2,5,Not Selected,0,Room_Type 1,37,2017,10,24,Online,0,0,0,87.78,0,Not_Canceled
27713,INN00201,2,0,1,4,Not Selected,0,Room_Type 1,156,2018,8,24,Online,0,0,0,87.3,1,Not_Canceled
27714,INN00240,2,0,1,0,Not Selected,0,Room_Type 1,31,2018,4,24,Online,0,0,0,94.5,0,Canceled
27715,INN00247,2,0,0,3,Meal Plan 1,1,Room_Type 1,78,2018,3,24,Online,0,0,0,105.3,1,Not_Canceled
27716,INN00288,0,2,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Online,0,0,0,108.38,1,Canceled
27717,INN00317,2,0,0,2,Meal Plan 2,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,109,0,Not_Canceled
27718,INN00347,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,8,24,Complementary,1,0,4,0,4,Not_Canceled
27719,INN00349,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,24,Online,0,0,0,97,1,Not_Canceled
27720,INN00429,2,0,1,3,Meal Plan 2,1,Room_Type 4,12,2018,3,24,Online,0,0,0,208,1,Not_Canceled
27721,INN00439,3,0,1,3,Meal Plan 2,0,Room_Type 4,63,2018,10,24,Online,0,0,0,123.66,2,Not_Canceled
27722,INN00504,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27723,INN00520,2,0,1,3,Meal Plan 1,0,Room_Type 1,22,2017,12,24,Online,0,0,0,87,1,Not_Canceled
27724,INN00522,2,0,1,3,Meal Plan 1,0,Room_Type 4,84,2018,3,24,Online,0,0,0,99.45,0,Not_Canceled
27725,INN00536,2,0,1,3,Meal Plan 1,0,Room_Type 4,82,2018,3,24,Online,0,0,0,99.45,0,Not_Canceled
27726,INN00603,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,109,0,Canceled
27727,INN00636,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27728,INN00639,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,2018,8,24,Online,0,0,0,130.95,0,Canceled
27729,INN00671,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
27730,INN00675,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,115,1,Canceled
27731,INN00707,1,1,2,3,Meal Plan 2,0,Room_Type 1,76,2018,4,24,Offline,0,0,0,98.5,1,Not_Canceled
27732,INN00751,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,100,0,Not_Canceled
27733,INN00786,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
27734,INN00796,2,0,2,1,Meal Plan 1,0,Room_Type 1,349,2018,12,24,Online,0,0,0,78.3,0,Canceled
27735,INN00837,3,0,0,3,Meal Plan 1,0,Room_Type 4,46,2018,8,24,Online,0,0,0,168.3,2,Not_Canceled
27736,INN00848,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,110,1,Not_Canceled
27737,INN00882,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Corporate,0,0,0,125.1,0,Not_Canceled
27738,INN00919,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled
27739,INN00950,2,0,0,3,Meal Plan 2,0,Room_Type 1,11,2018,5,24,Offline,0,0,0,160,0,Not_Canceled
27740,INN00958,2,2,2,1,Meal Plan 2,0,Room_Type 6,57,2018,4,24,Online,0,0,0,228.6,0,Canceled
27741,INN00970,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27742,INN01009,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,8,24,Online,0,0,0,99.33,1,Not_Canceled
27743,INN01033,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27744,INN01070,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Online,0,0,0,90,0,Canceled
27745,INN01132,2,0,2,3,Meal Plan 1,0,Room_Type 1,49,2018,1,24,Online,0,0,0,75.95,1,Not_Canceled
27746,INN01162,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27747,INN01171,2,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,12,24,Online,0,0,0,88.4,1,Not_Canceled
27748,INN01192,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95,0,Canceled
27749,INN01255,1,0,0,2,Meal Plan 1,0,Room_Type 1,154,2018,8,24,Online,0,0,0,100.8,0,Canceled
27750,INN01260,2,0,1,3,Meal Plan 1,0,Room_Type 1,97,2018,3,24,Online,0,0,0,64.98,1,Not_Canceled
27751,INN01304,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27752,INN01331,2,0,0,3,Meal Plan 2,0,Room_Type 1,11,2018,5,24,Offline,0,0,0,160,0,Not_Canceled
27753,INN01363,1,0,1,1,Meal Plan 1,0,Room_Type 4,32,2017,10,24,Online,0,0,0,136,1,Not_Canceled
27754,INN01443,2,0,1,2,Not Selected,0,Room_Type 1,109,2018,10,24,Online,0,0,0,89.4,0,Canceled
27755,INN01501,2,0,2,3,Meal Plan 1,0,Room_Type 1,90,2018,4,24,Online,0,0,0,70.03,1,Not_Canceled
27756,INN01529,2,0,0,3,Meal Plan 1,0,Room_Type 4,74,2018,3,24,Online,0,0,0,114.3,0,Canceled
27757,INN01544,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,110,1,Not_Canceled
27758,INN01670,2,1,2,1,Meal Plan 1,0,Room_Type 1,82,2018,7,24,Online,0,0,0,124.6,0,Canceled
27759,INN01785,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
27760,INN01821,2,1,0,3,Meal Plan 1,0,Room_Type 1,35,2018,2,24,Online,0,0,0,93.63,1,Not_Canceled
27761,INN01859,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27762,INN01867,2,1,1,1,Not Selected,0,Room_Type 1,158,2018,12,24,Online,0,0,0,79.2,1,Canceled
27763,INN01894,2,0,1,0,Not Selected,0,Room_Type 1,39,2018,4,24,Online,0,0,0,94.5,1,Not_Canceled
27764,INN01909,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,2,24,Offline,0,0,0,74,0,Not_Canceled
27765,INN02014,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
27766,INN02052,3,0,0,3,Meal Plan 1,0,Room_Type 4,144,2018,8,24,Online,0,0,0,131.7,0,Canceled
27767,INN02062,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,9,24,Offline,0,0,0,77,0,Not_Canceled
27768,INN02114,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,115,1,Canceled
27769,INN02120,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2017,8,24,Online,0,0,0,90,2,Not_Canceled
27770,INN02130,2,0,0,4,Not Selected,0,Room_Type 1,18,2018,2,24,Online,0,0,0,79,1,Canceled
27771,INN02132,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,24,Corporate,1,1,3,65,1,Not_Canceled
27772,INN02197,2,0,2,3,Not Selected,0,Room_Type 1,90,2018,12,24,Online,0,0,0,74.8,1,Not_Canceled
27773,INN02215,2,0,2,2,Meal Plan 1,0,Room_Type 1,121,2018,9,24,Online,0,0,0,129.6,1,Not_Canceled
27774,INN02241,2,0,2,1,Not Selected,0,Room_Type 1,62,2018,12,24,Online,0,0,0,79.2,1,Not_Canceled
27775,INN02245,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
27776,INN02248,2,0,2,5,Meal Plan 1,0,Room_Type 4,296,2018,7,24,Online,0,0,0,104.4,1,Canceled
27777,INN02259,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,10,24,Offline,0,0,0,85,0,Not_Canceled
27778,INN02274,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27779,INN02305,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
27780,INN02398,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27781,INN02406,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27782,INN02428,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
27783,INN02492,2,0,2,1,Meal Plan 1,0,Room_Type 4,71,2018,4,24,Online,0,0,0,112.8,0,Not_Canceled
27784,INN02541,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled
27785,INN02581,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27786,INN02585,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
27787,INN02615,2,0,0,1,Not Selected,0,Room_Type 1,35,2018,5,24,Online,0,0,0,98.1,1,Not_Canceled
27788,INN02673,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
27789,INN02701,2,0,2,2,Meal Plan 1,0,Room_Type 1,205,2018,7,24,Online,0,0,0,90.95,0,Canceled
27790,INN02785,1,0,1,2,Meal Plan 1,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,83.33,0,Not_Canceled
27791,INN02806,3,0,0,4,Meal Plan 1,0,Room_Type 4,104,2018,8,24,Online,0,0,0,150.3,0,Canceled
27792,INN02820,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27793,INN02909,2,0,2,1,Meal Plan 1,0,Room_Type 1,15,2018,1,24,Online,0,0,0,68.99,1,Not_Canceled
27794,INN03013,3,0,2,1,Meal Plan 1,0,Room_Type 4,111,2018,7,24,Online,0,0,0,137.7,0,Canceled
27795,INN03026,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
27796,INN03050,2,0,2,1,Not Selected,0,Room_Type 1,71,2018,4,24,Online,0,0,0,88.5,0,Not_Canceled
27797,INN03061,2,0,0,3,Not Selected,0,Room_Type 1,99,2018,3,24,Online,0,0,0,85.5,0,Not_Canceled
27798,INN03108,2,0,1,2,Meal Plan 1,0,Room_Type 1,108,2017,8,24,Online,0,0,0,76.5,1,Not_Canceled
27799,INN03150,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,8,24,Online,0,0,0,119,1,Not_Canceled
27800,INN03220,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27801,INN03265,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27802,INN03357,2,0,0,3,Meal Plan 1,0,Room_Type 1,126,2018,3,24,Offline,0,0,0,55,0,Not_Canceled
27803,INN03362,2,0,0,4,Not Selected,0,Room_Type 1,18,2018,2,24,Online,0,0,0,79,1,Canceled
27804,INN03378,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,9,24,Online,0,0,0,133,0,Not_Canceled
27805,INN03388,3,0,1,0,Meal Plan 1,1,Room_Type 4,71,2018,7,24,Online,0,0,0,146.7,2,Not_Canceled
27806,INN03417,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,24,Online,0,0,0,81.19,0,Not_Canceled
27807,INN03421,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95,0,Canceled
27808,INN03522,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,141,0,Not_Canceled
27809,INN03542,2,0,0,4,Not Selected,0,Room_Type 1,177,2018,8,24,Online,0,0,0,82.88,0,Canceled
27810,INN03640,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled
27811,INN03645,2,0,1,1,Not Selected,0,Room_Type 1,32,2018,12,24,Online,0,0,0,79.2,0,Canceled
27812,INN03651,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2017,8,24,Online,0,0,0,90,2,Not_Canceled
27813,INN03670,2,0,2,5,Meal Plan 1,0,Room_Type 4,59,2018,4,24,Online,0,0,0,118.27,1,Not_Canceled
27814,INN03741,2,1,0,4,Meal Plan 2,0,Room_Type 1,12,2018,2,24,Online,0,0,0,158.5,3,Not_Canceled
27815,INN03894,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27816,INN03929,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27817,INN03975,2,0,0,4,Not Selected,0,Room_Type 1,48,2018,2,24,Online,0,0,0,51.09,0,Not_Canceled
27818,INN03981,3,0,2,5,Meal Plan 2,0,Room_Type 4,54,2018,8,24,Online,0,0,0,208.41,1,Canceled
27819,INN03991,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Online,0,0,0,90,0,Canceled
27820,INN04006,2,0,2,5,Meal Plan 1,0,Room_Type 1,90,2017,11,24,Online,0,0,0,72.25,2,Not_Canceled
27821,INN04044,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled
27822,INN04085,2,1,0,3,Meal Plan 1,0,Room_Type 1,38,2018,3,24,Online,0,0,0,133.8,0,Canceled
27823,INN04087,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27824,INN04139,3,0,1,2,Meal Plan 1,0,Room_Type 4,250,2018,10,24,Online,0,0,0,128.7,1,Canceled
27825,INN04164,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27826,INN04181,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,2018,11,24,Online,0,0,0,90,1,Not_Canceled
27827,INN04185,1,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,1,24,Corporate,0,0,0,66,1,Not_Canceled
27828,INN04186,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,7,24,Offline,0,0,0,72.25,0,Not_Canceled
27829,INN04194,2,2,2,0,Meal Plan 1,0,Room_Type 6,118,2018,7,24,Online,0,0,0,186.3,1,Not_Canceled
27830,INN04320,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27831,INN04339,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95,0,Canceled
27832,INN04345,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27833,INN04375,2,2,2,5,Meal Plan 1,0,Room_Type 6,196,2018,7,24,Online,0,0,0,158.95,0,Canceled
27834,INN04457,2,0,0,2,Not Selected,0,Room_Type 1,30,2018,5,24,Online,0,0,0,98.1,1,Canceled
27835,INN04474,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,2018,3,24,Online,0,0,0,126.45,0,Not_Canceled
27836,INN04483,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,110,0,Not_Canceled
27837,INN04531,3,0,0,3,Meal Plan 1,1,Room_Type 4,14,2018,3,24,Online,0,0,0,192.67,2,Not_Canceled
27838,INN04595,2,1,0,1,Meal Plan 2,0,Room_Type 1,0,2018,8,24,Online,0,0,0,136.44,1,Not_Canceled
27839,INN04604,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,10,24,Corporate,1,5,49,65,2,Not_Canceled
27840,INN04651,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,6,24,Online,0,0,0,94.5,0,Canceled
27841,INN04652,3,0,2,2,Meal Plan 1,0,Room_Type 1,31,2017,10,24,Online,0,0,0,120.42,1,Not_Canceled
27842,INN04664,3,0,2,2,Meal Plan 1,0,Room_Type 5,2,2018,12,24,Online,0,0,0,110.5,1,Not_Canceled
27843,INN04713,2,1,1,0,Meal Plan 1,0,Room_Type 1,3,2018,4,24,Online,0,0,0,119,2,Not_Canceled
27844,INN04738,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,90,0,Not_Canceled
27845,INN04824,2,0,0,3,Not Selected,0,Room_Type 1,184,2018,11,24,Online,0,0,0,69.9,0,Canceled
27846,INN04826,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
27847,INN04861,2,0,0,4,Meal Plan 1,0,Room_Type 1,178,2018,8,24,Online,0,0,0,93.08,1,Not_Canceled
27848,INN04884,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95,0,Canceled
27849,INN04903,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27850,INN04990,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,115,1,Canceled
27851,INN04996,2,0,0,2,Meal Plan 1,1,Room_Type 1,33,2018,3,24,Online,0,0,0,135.9,0,Not_Canceled
27852,INN05013,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
27853,INN05074,2,0,1,3,Meal Plan 1,0,Room_Type 1,11,2017,8,24,Online,0,0,0,90,2,Not_Canceled
27854,INN05112,3,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,7,24,Offline,0,0,0,96.9,1,Not_Canceled
27855,INN05114,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
27856,INN05165,1,0,0,2,Meal Plan 1,0,Room_Type 4,31,2018,3,24,Online,0,0,0,144.9,0,Canceled
27857,INN05248,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,24,Online,0,0,0,85,0,Not_Canceled
27858,INN05257,2,2,1,1,Meal Plan 1,0,Room_Type 6,3,2017,8,24,Online,0,0,0,156,0,Not_Canceled
27859,INN05269,2,2,1,3,Meal Plan 1,0,Room_Type 6,26,2017,9,24,Online,0,0,0,231,1,Canceled
27860,INN05284,2,0,1,1,Meal Plan 1,0,Room_Type 1,113,2018,9,24,Online,0,0,0,135.9,0,Canceled
27861,INN05308,1,0,0,2,Meal Plan 1,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27862,INN05333,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,2,24,Online,0,0,0,85,0,Not_Canceled
27863,INN05369,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,109,1,Canceled
27864,INN05379,2,0,0,3,Meal Plan 1,0,Room_Type 1,51,2017,9,24,Offline,0,0,0,121.2,0,Not_Canceled
27865,INN05404,2,0,1,3,Meal Plan 1,0,Room_Type 4,96,2018,3,24,Online,0,0,0,99.45,0,Not_Canceled
27866,INN05457,2,0,0,3,Meal Plan 1,0,Room_Type 1,70,2018,3,24,Offline,0,0,0,59.5,0,Not_Canceled
27867,INN05460,2,2,1,3,Meal Plan 1,0,Room_Type 6,43,2018,3,24,Online,0,0,0,186.4,1,Not_Canceled
27868,INN05464,2,0,0,3,Meal Plan 1,0,Room_Type 1,106,2018,3,24,Online,0,0,0,96.3,1,Canceled
27869,INN05499,3,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,8,24,Online,0,0,0,177.3,0,Not_Canceled
27870,INN05508,2,0,2,3,Meal Plan 1,0,Room_Type 1,67,2018,7,24,Online,0,0,0,105.3,3,Not_Canceled
27871,INN05538,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Online,0,0,0,115,1,Canceled
27872,INN05593,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
27873,INN05659,2,0,1,1,Not Selected,0,Room_Type 1,0,2018,10,24,Online,0,0,0,71.73,0,Not_Canceled
27874,INN05689,2,0,2,4,Meal Plan 1,0,Room_Type 4,79,2018,7,24,Online,0,0,0,120.6,3,Not_Canceled
27875,INN05699,2,0,1,4,Meal Plan 1,0,Room_Type 1,227,2018,8,24,Online,0,0,0,90.95,0,Canceled
27876,INN05718,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,Online,0,0,0,95,0,Canceled
27877,INN05733,2,0,0,2,Meal Plan 1,0,Room_Type 1,154,2018,8,24,Online,0,0,0,95.4,0,Canceled
27878,INN05745,2,0,2,3,Meal Plan 1,0,Room_Type 2,248,2018,12,24,Online,0,0,0,67.26,1,Not_Canceled
27879,INN05814,2,1,2,1,Meal Plan 1,0,Room_Type 4,35,2018,12,24,Online,0,0,0,119.81,1,Not_Canceled
27880,INN05927,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,67.83,0,Not_Canceled
27881,INN05993,1,0,1,1,Meal Plan 1,0,Room_Type 4,32,2017,10,24,Online,0,0,0,136,1,Not_Canceled
27882,INN06019,2,0,0,1,Meal Plan 1,0,Room_Type 1,50,2018,3,24,Online,0,0,0,99,1,Not_Canceled
27883,INN06092,2,1,2,3,Meal Plan 1,0,Room_Type 1,28,2018,7,24,Online,0,0,0,158.86,1,Not_Canceled
27884,INN06094,2,0,2,3,Meal Plan 1,0,Room_Type 4,85,2018,3,24,Online,0,0,0,97.75,0,Canceled
27885,INN06167,2,0,1,3,Meal Plan 1,1,Room_Type 1,71,2017,12,24,Online,0,0,0,105.3,1,Not_Canceled
27886,INN06183,2,0,0,3,Meal Plan 1,0,Room_Type 1,33,2018,3,24,Online,0,0,0,126.9,0,Canceled
27887,INN06187,2,0,2,5,Meal Plan 1,0,Room_Type 4,38,2018,9,24,Online,0,0,0,146.96,0,Canceled
27888,INN06205,3,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,3,24,Online,0,0,0,182,2,Not_Canceled
27889,INN06264,2,0,0,2,Not Selected,1,Room_Type 1,5,2017,12,24,Online,0,0,0,72.75,1,Not_Canceled
27890,INN06296,2,0,2,1,Meal Plan 1,0,Room_Type 4,71,2018,4,24,Online,0,0,0,112.8,0,Not_Canceled
27891,INN06322,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27892,INN06325,2,0,1,0,Meal Plan 1,0,Room_Type 1,88,2018,7,24,Online,0,0,0,105.3,0,Canceled
27893,INN06326,2,0,1,3,Meal Plan 1,0,Room_Type 1,79,2018,3,24,Online,0,0,0,90.95,1,Canceled
27894,INN06353,2,1,2,4,Meal Plan 1,0,Room_Type 4,95,2018,8,24,Online,0,0,0,131.4,1,Canceled
27895,INN06367,2,0,0,2,Meal Plan 1,0,Room_Type 1,154,2018,8,24,Online,0,0,0,109.8,0,Canceled
27896,INN06505,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95,0,Canceled
27897,INN06526,2,0,0,3,Meal Plan 1,0,Room_Type 4,165,2018,8,24,Online,0,0,0,112.8,1,Canceled
27898,INN06551,2,0,0,3,Meal Plan 2,0,Room_Type 1,11,2018,5,24,Offline,0,0,0,160,0,Not_Canceled
27899,INN06554,2,0,0,3,Not Selected,1,Room_Type 1,42,2018,3,24,Online,0,0,0,115.8,1,Not_Canceled
27900,INN06592,0,2,2,4,Meal Plan 1,0,Room_Type 2,296,2017,10,24,Online,0,0,0,65.29,0,Canceled
27901,INN06610,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27902,INN06618,2,0,2,3,Not Selected,0,Room_Type 1,108,2018,12,24,Online,0,0,0,97,1,Canceled
27903,INN06630,1,0,2,5,Meal Plan 1,0,Room_Type 4,1,2018,5,24,Online,0,0,0,148.04,0,Canceled
27904,INN06683,0,2,2,3,Meal Plan 1,0,Room_Type 2,108,2018,3,24,Online,0,0,0,120,1,Not_Canceled
27905,INN06709,3,0,2,4,Meal Plan 1,0,Room_Type 4,60,2018,7,24,Online,0,0,0,137.7,1,Not_Canceled
27906,INN06714,2,0,2,2,Meal Plan 1,0,Room_Type 1,65,2018,7,24,Online,0,0,0,105.3,0,Canceled
27907,INN06757,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,67.83,0,Not_Canceled
27908,INN06774,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,135,0,Canceled
27909,INN06810,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,9,24,Online,0,0,0,180,0,Canceled
27910,INN06835,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27911,INN06836,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
27912,INN06850,2,0,2,5,Not Selected,0,Room_Type 1,203,2018,10,24,Online,0,0,0,85.5,0,Canceled
27913,INN07030,3,0,2,2,Meal Plan 1,0,Room_Type 5,3,2018,12,24,Online,0,0,0,110.5,1,Not_Canceled
27914,INN07062,1,0,1,1,Meal Plan 1,0,Room_Type 1,32,2017,10,24,Online,0,0,0,120,1,Not_Canceled
27915,INN07121,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,Not_Canceled
27916,INN07174,2,0,1,3,Meal Plan 1,0,Room_Type 1,72,2018,3,24,Offline,0,0,0,62.38,0,Not_Canceled
27917,INN07178,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Online,0,0,0,90,0,Canceled
27918,INN07208,2,0,0,3,Meal Plan 1,0,Room_Type 4,17,2018,8,24,Online,0,0,0,165,1,Not_Canceled
27919,INN07310,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
27920,INN07312,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,Not_Canceled
27921,INN07327,2,0,1,0,Not Selected,0,Room_Type 1,48,2018,4,24,Offline,0,0,0,80.4,0,Not_Canceled
27922,INN07362,2,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,2,24,Offline,0,0,0,87,0,Not_Canceled
27923,INN07395,2,2,0,1,Meal Plan 1,1,Room_Type 6,24,2017,10,24,Online,0,0,0,224,3,Not_Canceled
